# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
N_unmapped			1676867	1676867	1676867			
N_multimapping			8139783	8139783	8139783			
N_noFeature			1706790	35004286	34974339			
N_ambiguous			8087352	1841871	1847897			
ENSG00000000003.15	TSPAN6	protein_coding	2812	1385	1427	37.1024	10.0007	12.2199
ENSG00000000005.6	TNMD	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000000419.13	DPM1	protein_coding	3451	1733	1719	171.1187	46.1239	56.3588
ENSG00000000457.14	SCYL3	protein_coding	378	316	328	3.2868	0.8859	1.0825
ENSG00000000460.17	C1orf112	protein_coding	400	380	342	4.0100	1.0809	1.3207
ENSG00000000938.13	FGR	protein_coding	400	190	210	7.0786	1.9080	2.3314
ENSG00000000971.16	CFH	protein_coding	15879	7932	7947	119.0913	32.1003	39.2233
ENSG00000001036.14	FUCA2	protein_coding	6298	5093	5152	133.5689	36.0026	43.9916
ENSG00000001084.13	GCLC	protein_coding	2174	1333	1287	15.0978	4.0695	4.9725
ENSG00000001167.14	NFYA	protein_coding	2243	1251	1292	35.2249	9.4946	11.6015
ENSG00000001460.18	STPG1	protein_coding	194	116	99	1.3642	0.3677	0.4493
ENSG00000001461.17	NIPAL3	protein_coding	666	346	341	4.2422	1.1435	1.3972
ENSG00000001497.18	LAS1L	protein_coding	4158	2039	2124	19.8211	5.3426	6.5282
ENSG00000001561.7	ENPP4	protein_coding	941	455	486	12.1271	3.2688	3.9941
ENSG00000001617.12	SEMA3F	protein_coding	640	325	315	7.9369	2.1393	2.6141
ENSG00000001626.16	CFTR	protein_coding	17	14	14	0.1023	0.0276	0.0337
ENSG00000001629.10	ANKIB1	protein_coding	7172	3613	3615	58.0917	15.6582	19.1328
ENSG00000001630.17	CYP51A1	protein_coding	369	191	180	6.2580	1.6868	2.0611
ENSG00000001631.16	KRIT1	protein_coding	395	236	210	3.8105	1.0271	1.2550
ENSG00000002016.18	RAD52	protein_coding	281	128	155	3.7348	1.0067	1.2301
ENSG00000002079.14	MYH16	transcribed_unitary_pseudogene	7	4	5	0.0664	0.0179	0.0219
ENSG00000002330.14	BAD	protein_coding	453	1033	1060	15.8734	4.2786	5.2280
ENSG00000002549.12	LAP3	protein_coding	6256	3122	3136	98.9215	26.6636	32.5803
ENSG00000002586.20	CD99	protein_coding	34248	16414	17835	421.9272	113.7276	138.9638
ENSG00000002586.20_PAR_Y	CD99	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000002587.10	HS3ST1	protein_coding	170	87	83	1.3684	0.3689	0.4507
ENSG00000002726.21	AOC1	protein_coding	20372	10143	10232	322.0422	86.8043	106.0662
ENSG00000002745.13	WNT16	protein_coding	13	11	8	0.2384	0.0643	0.0785
ENSG00000002746.15	HECW1	protein_coding	567	354	342	2.4352	0.6564	0.8020
ENSG00000002822.15	MAD1L1	protein_coding	26	13	13	0.2152	0.0580	0.0709
ENSG00000002834.18	LASP1	protein_coding	14216	8584	8767	120.4955	32.4788	39.6858
ENSG00000002919.15	SNX11	protein_coding	1012	492	520	14.6546	3.9501	4.8266
ENSG00000002933.9	TMEM176A	protein_coding	77755	38770	39264	1338.3923	360.7546	440.8060
ENSG00000003056.8	M6PR	protein_coding	9796	6157	6062	163.5383	44.0806	53.8621
ENSG00000003096.14	KLHL13	protein_coding	284	142	142	2.4341	0.6561	0.8017
ENSG00000003137.8	CYP26B1	protein_coding	22	6	16	0.2625	0.0708	0.0865
ENSG00000003147.19	ICA1	protein_coding	81	50	39	0.9928	0.2676	0.3270
ENSG00000003249.15	DBNDD1	protein_coding	513	269	252	6.8809	1.8547	2.2663
ENSG00000003393.15	ALS2	protein_coding	2776	1409	1368	15.9170	4.2903	5.2424
ENSG00000003400.15	CASP10	protein_coding	1326	673	653	10.4683	2.8217	3.4478
ENSG00000003402.20	CFLAR	protein_coding	4877	2941	2986	12.9848	3.5000	4.2766
ENSG00000003436.16	TFPI	protein_coding	26674	15176	14677	136.2833	36.7343	44.8856
ENSG00000003509.16	NDUFAF7	protein_coding	1053	769	769	17.2614	4.6527	5.6851
ENSG00000003756.17	RBM5	protein_coding	1019	753	733	5.8884	1.5872	1.9394
ENSG00000003987.14	MTMR7	protein_coding	288	630	725	2.4880	0.6706	0.8194
ENSG00000003989.18	SLC7A2	protein_coding	47302	23531	23774	358.1273	96.5308	117.9510
ENSG00000004059.11	ARF5	protein_coding	4138	2062	2089	135.7024	36.5777	44.6942
ENSG00000004139.14	SARM1	protein_coding	153	939	856	0.8246	0.2223	0.2716
ENSG00000004142.12	POLDIP2	protein_coding	10765	5653	5752	241.3029	65.0416	79.4743
ENSG00000004399.13	PLXND1	protein_coding	7073	3530	3543	44.2937	11.9391	14.5883
ENSG00000004455.17	AK2	protein_coding	7508	3910	3664	46.6856	12.5838	15.3761
ENSG00000004468.13	CD38	protein_coding	232	128	104	2.0249	0.5458	0.6669
ENSG00000004478.8	FKBP4	protein_coding	5925	3901	3939	68.6825	18.5129	22.6209
ENSG00000004487.17	KDM1A	protein_coding	5312	2636	2676	58.4412	15.7524	19.2479
ENSG00000004534.15	RBM6	protein_coding	1234	584	650	10.1184	2.7273	3.3325
ENSG00000004660.15	CAMKK1	protein_coding	533	279	254	4.2916	1.1568	1.4135
ENSG00000004700.16	RECQL	protein_coding	2177	2081	2131	34.4779	9.2933	11.3555
ENSG00000004766.17	VPS50	protein_coding	2539	1280	1259	15.8968	4.2849	5.2357
ENSG00000004776.13	HSPB6	protein_coding	49	128	123	1.7011	0.4585	0.5603
ENSG00000004777.18	ARHGAP33	protein_coding	190	106	107	2.1619	0.5827	0.7120
ENSG00000004779.10	NDUFAB1	protein_coding	4428	2220	2208	171.1971	46.1450	56.3846
ENSG00000004799.8	PDK4	protein_coding	177	91	86	2.3313	0.6284	0.7678
ENSG00000004809.14	SLC22A16	protein_coding	3	1	2	0.0460	0.0124	0.0151
ENSG00000004838.14	ZMYND10	protein_coding	17	11	9	0.3522	0.0949	0.1160
ENSG00000004846.16	ABCB5	protein_coding	18	8	10	0.1164	0.0314	0.0383
ENSG00000004848.8	ARX	protein_coding	40	18	22	0.7688	0.2072	0.2532
ENSG00000004864.14	SLC25A13	protein_coding	2886	1427	1459	46.5567	12.5490	15.3337
ENSG00000004866.22	ST7	protein_coding	1318	753	718	12.0873	3.2580	3.9810
ENSG00000004897.12	CDC27	protein_coding	5687	2961	3032	49.8774	13.4441	16.4274
ENSG00000004939.15	SLC4A1	protein_coding	3	3	0	0.0350	0.0094	0.0115
ENSG00000004948.16	CALCR	protein_coding	74	37	38	1.0490	0.2827	0.3455
ENSG00000004961.15	HCCS	protein_coding	1875	924	951	47.8948	12.9097	15.7744
ENSG00000004975.12	DVL2	protein_coding	3694	1839	1861	41.5493	11.1993	13.6845
ENSG00000005001.10	PRSS22	protein_coding	11	7	4	0.2762	0.0744	0.0910
ENSG00000005007.13	UPF1	protein_coding	5371	2704	2669	37.4958	10.1067	12.3494
ENSG00000005020.13	SKAP2	protein_coding	11834	5844	5990	132.1130	35.6102	43.5121
ENSG00000005022.6	SLC25A5	protein_coding	15189	8881	9161	584.5997	157.5749	192.5408
ENSG00000005059.16	MCUB	protein_coding	789	401	420	13.2830	3.5804	4.3748
ENSG00000005073.6	HOXA11	protein_coding	107	71	62	2.3994	0.6467	0.7902
ENSG00000005075.15	POLR2J	protein_coding	2889	1453	1476	127.6051	34.3951	42.0274
ENSG00000005100.13	DHX33	protein_coding	1263	642	621	13.0575	3.5196	4.3005
ENSG00000005102.14	MEOX1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005108.16	THSD7A	protein_coding	281	137	165	1.5399	0.4151	0.5072
ENSG00000005156.12	LIG3	protein_coding	2687	2163	2132	12.4653	3.3599	4.1055
ENSG00000005175.10	RPAP3	protein_coding	2053	1031	1022	22.9665	6.1905	7.5641
ENSG00000005187.12	ACSM3	protein_coding	3869	3017	2941	30.8332	8.3109	10.1551
ENSG00000005189.20	REXO5	protein_coding	576	306	324	8.3856	2.2603	2.7618
ENSG00000005194.15	CIAPIN1	protein_coding	2825	1384	1442	49.9777	13.4712	16.4604
ENSG00000005206.17	SPPL2B	protein_coding	735	381	354	5.9293	1.5982	1.9528
ENSG00000005238.20	FAM214B	protein_coding	376	199	177	3.5299	0.9515	1.1626
ENSG00000005243.10	COPZ2	protein_coding	466	215	251	14.9463	4.0287	4.9226
ENSG00000005249.13	PRKAR2B	protein_coding	184	87	97	2.5838	0.6965	0.8510
ENSG00000005302.19	MSL3	protein_coding	1077	568	509	6.5908	1.7765	2.1707
ENSG00000005339.15	CREBBP	protein_coding	7428	3710	3722	28.7203	7.7414	9.4592
ENSG00000005379.17	TSPOAP1	protein_coding	54	24	30	0.2838	0.0765	0.0935
ENSG00000005381.8	MPO	protein_coding	1	1	0	0.0170	0.0046	0.0056
ENSG00000005421.9	PON1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000005436.14	GCFC2	protein_coding	2069	1537	1527	22.6709	6.1108	7.4668
ENSG00000005448.17	WDR54	protein_coding	498	251	255	10.4506	2.8169	3.4419
ENSG00000005469.12	CROT	protein_coding	644	297	347	7.7163	2.0799	2.5414
ENSG00000005471.19	ABCB4	protein_coding	85	42	43	0.6583	0.1774	0.2168
ENSG00000005483.21	KMT2E	protein_coding	6762	3706	3675	40.6776	10.9644	13.3974
ENSG00000005486.17	RHBDD2	protein_coding	5764	2847	2917	144.3397	38.9058	47.5390
ENSG00000005513.10	SOX8	protein_coding	20	10	10	0.2678	0.0722	0.0882
ENSG00000005700.15	IBTK	protein_coding	5010	2525	2485	34.3899	9.2696	11.3265
ENSG00000005801.18	ZNF195	protein_coding	3038	1559	1479	15.5258	4.1849	5.1135
ENSG00000005810.18	MYCBP2	protein_coding	2238	1444	1405	8.3782	2.2583	2.7594
ENSG00000005812.11	FBXL3	protein_coding	1653	2024	1941	13.9812	3.7685	4.6048
ENSG00000005844.19	ITGAL	protein_coding	1012	605	613	6.1403	1.6551	2.0223
ENSG00000005882.12	PDK2	protein_coding	1033	926	905	11.3004	3.0459	3.7218
ENSG00000005884.18	ITGA3	protein_coding	9890	5016	4875	60.3867	16.2768	19.8887
ENSG00000005889.16	ZFX	protein_coding	1239	615	625	8.2055	2.2117	2.7025
ENSG00000005893.16	LAMP2	protein_coding	38990	19522	19469	248.1421	66.8850	81.7268
ENSG00000005961.19	ITGA2B	protein_coding	963	492	471	10.1203	2.7279	3.3332
ENSG00000005981.13	ASB4	protein_coding	19	13	6	0.2469	0.0665	0.0813
ENSG00000006007.12	GDE1	protein_coding	3185	1961	1974	43.4215	11.7040	14.3011
ENSG00000006015.18	REX1BD	protein_coding	660	332	329	11.7178	3.1584	3.8593
ENSG00000006016.11	CRLF1	protein_coding	10	398	386	0.2017	0.0544	0.0664
ENSG00000006025.12	OSBPL7	protein_coding	335	165	170	3.0508	0.8223	1.0048
ENSG00000006042.12	TMEM98	protein_coding	1049	502	547	12.1037	3.2625	3.9864
ENSG00000006047.13	YBX2	protein_coding	39	25	15	0.5040	0.1359	0.1660
ENSG00000006059.4	KRT33A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006062.17	MAP3K14	protein_coding	1685	1210	1138	17.7922	4.7958	5.8600
ENSG00000006071.15	ABCC8	protein_coding	2	1	2	0.0095	0.0026	0.0031
ENSG00000006116.4	CACNG3	protein_coding	1	1	0	0.0312	0.0084	0.0103
ENSG00000006118.15	TMEM132A	protein_coding	12894	6733	6726	106.0899	28.5958	34.9412
ENSG00000006125.18	AP2B1	protein_coding	12804	6472	6465	100.9500	27.2104	33.2484
ENSG00000006128.12	TAC1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000006194.10	ZNF263	protein_coding	2250	1265	1276	21.0309	5.6687	6.9266
ENSG00000006210.7	CX3CL1	protein_coding	2032	1009	1023	20.4050	5.5000	6.7205
ENSG00000006282.21	SPATA20	protein_coding	2948	1440	1508	33.0590	8.9108	10.8882
ENSG00000006283.18	CACNA1G	protein_coding	14	8	8	0.0833	0.0224	0.0274
ENSG00000006327.14	TNFRSF12A	protein_coding	3599	1757	1842	119.5991	32.2371	39.3905
ENSG00000006377.11	DLX6	protein_coding	5	4	1	0.0869	0.0234	0.0286
ENSG00000006432.15	MAP3K9	protein_coding	276	132	145	1.3336	0.3595	0.4392
ENSG00000006451.8	RALA	protein_coding	10983	5603	5381	183.6619	49.5048	60.4899
ENSG00000006453.14	BAIAP2L1	protein_coding	10268	6946	7095	127.4702	34.3587	41.9829
ENSG00000006459.11	KDM7A	protein_coding	2263	1120	1144	14.4422	3.8928	4.7566
ENSG00000006468.14	ETV1	protein_coding	1695	883	812	10.5507	2.8439	3.4749
ENSG00000006530.18	AGK	protein_coding	2013	1138	1174	11.2627	3.0358	3.7094
ENSG00000006534.16	ALDH3B1	protein_coding	2329	1172	1160	21.0367	5.6703	6.9285
ENSG00000006555.11	TTC22	protein_coding	20	13	7	0.1959	0.0528	0.0645
ENSG00000006576.16	PHTF2	protein_coding	2543	1231	1312	17.6032	4.7448	5.7977
ENSG00000006606.9	CCL26	protein_coding	32	16	16	2.7243	0.7343	0.8973
ENSG00000006607.14	FARP2	protein_coding	3198	1786	1799	13.3184	3.5899	4.3865
ENSG00000006611.17	USH1C	protein_coding	8506	4167	4340	103.8089	27.9810	34.1900
ENSG00000006625.18	GGCT	protein_coding	790	387	403	29.6619	7.9952	9.7693
ENSG00000006634.8	DBF4	protein_coding	1523	795	804	19.8369	5.3469	6.5334
ENSG00000006638.13	TBXA2R	protein_coding	62	26	36	1.3126	0.3538	0.4323
ENSG00000006652.15	IFRD1	protein_coding	1468	720	748	11.1186	2.9969	3.6620
ENSG00000006659.13	LGALS14	protein_coding	2	1	1	0.1324	0.0357	0.0436
ENSG00000006695.12	COX10	protein_coding	900	455	445	7.9728	2.1490	2.6259
ENSG00000006704.11	GTF2IRD1	protein_coding	3297	1668	1629	30.3621	8.1839	9.9999
ENSG00000006712.15	PAF1	protein_coding	2879	1504	1479	60.4584	16.2962	19.9123
ENSG00000006715.16	VPS41	protein_coding	10112	5104	5008	78.0698	21.0432	25.7127
ENSG00000006740.17	ARHGAP44	protein_coding	4239	2996	2907	27.2154	7.3357	8.9635
ENSG00000006744.19	ELAC2	protein_coding	3509	1754	1776	29.9931	8.0844	9.8784
ENSG00000006747.15	SCIN	protein_coding	783	392	409	4.0308	1.0865	1.3276
ENSG00000006756.16	ARSD	protein_coding	3895	2694	2648	33.1787	8.9431	10.9276
ENSG00000006757.12	PNPLA4	protein_coding	2012	1005	1007	35.3025	9.5156	11.6271
ENSG00000006788.14	MYH13	protein_coding	2	1	1	0.0196	0.0053	0.0064
ENSG00000006831.10	ADIPOR2	protein_coding	4577	2332	2247	46.9783	12.6627	15.4725
ENSG00000006837.12	CDKL3	protein_coding	38	11	27	0.7222	0.1947	0.2379
ENSG00000007001.13	UPP2	protein_coding	7	6	1	0.1417	0.0382	0.0467
ENSG00000007038.11	PRSS21	protein_coding	6	1	5	0.1826	0.0492	0.0601
ENSG00000007047.15	MARK4	protein_coding	2512	1223	1289	22.5874	6.0883	7.4393
ENSG00000007062.12	PROM1	protein_coding	107	59	48	0.8588	0.2315	0.2828
ENSG00000007080.11	CCDC124	protein_coding	1831	965	866	65.9749	17.7831	21.7291
ENSG00000007129.18	CEACAM21	protein_coding	71	28	43	2.1494	0.5793	0.7079
ENSG00000007168.14	PAFAH1B1	protein_coding	5763	3357	3432	25.0463	6.7511	8.2491
ENSG00000007171.18	NOS2	protein_coding	91	43	48	1.2381	0.3337	0.4078
ENSG00000007174.18	DNAH9	protein_coding	35	21	15	0.1236	0.0333	0.0407
ENSG00000007202.15	KIAA0100	protein_coding	6373	4959	4983	41.3150	11.1362	13.6073
ENSG00000007216.15	SLC13A2	protein_coding	3	2	1	0.0557	0.0150	0.0183
ENSG00000007237.19	GAS7	protein_coding	824	414	410	4.8549	1.3086	1.5990
ENSG00000007255.10	TRAPPC6A	protein_coding	1960	968	992	125.7286	33.8893	41.4093
ENSG00000007264.15	MATK	protein_coding	217	117	101	3.1385	0.8460	1.0337
ENSG00000007306.15	CEACAM7	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000007312.13	CD79B	protein_coding	45	23	22	1.3061	0.3521	0.4302
ENSG00000007314.12	SCN4A	protein_coding	6	3	3	0.0436	0.0117	0.0143
ENSG00000007341.19	ST7L	protein_coding	358	278	284	2.6426	0.7123	0.8703
ENSG00000007350.17	TKTL1	protein_coding	9	6	3	0.1528	0.0412	0.0503
ENSG00000007372.24	PAX6	protein_coding	36	91	71	0.1044	0.0281	0.0344
ENSG00000007376.8	RPUSD1	protein_coding	913	503	460	19.7337	5.3191	6.4994
ENSG00000007384.15	RHBDF1	protein_coding	396	201	195	4.8230	1.3000	1.5885
ENSG00000007392.17	LUC7L	protein_coding	597	294	304	5.7853	1.5594	1.9054
ENSG00000007402.12	CACNA2D2	protein_coding	31	30	27	0.2851	0.0768	0.0939
ENSG00000007516.14	BAIAP3	protein_coding	44	566	473	0.4311	0.1162	0.1420
ENSG00000007520.4	TSR3	protein_coding	2967	1877	2085	146.7547	39.5567	48.3344
ENSG00000007541.17	PIGQ	protein_coding	980	478	503	7.4659	2.0124	2.4589
ENSG00000007545.16	CRAMP1	protein_coding	277	155	138	1.9286	0.5198	0.6352
ENSG00000007866.22	TEAD3	protein_coding	1188	598	591	23.3195	6.2856	7.6804
ENSG00000007908.16	SELE	protein_coding	10	6	4	0.1305	0.0352	0.0430
ENSG00000007923.16	DNAJC11	protein_coding	1493	1167	1213	17.5792	4.7384	5.7898
ENSG00000007933.13	FMO3	protein_coding	3215	1586	1629	55.9511	15.0812	18.4278
ENSG00000007944.15	MYLIP	protein_coding	1290	641	649	25.1321	6.7742	8.2774
ENSG00000007952.18	NOX1	protein_coding	27	16	11	0.6354	0.1713	0.2093
ENSG00000007968.7	E2F2	protein_coding	54	21	34	0.5917	0.1595	0.1949
ENSG00000008018.9	PSMB1	protein_coding	11362	5713	5649	306.4483	82.6011	100.9303
ENSG00000008056.14	SYN1	protein_coding	51	43	36	0.8177	0.2204	0.2693
ENSG00000008083.14	JARID2	protein_coding	407	204	203	3.9011	1.0515	1.2849
ENSG00000008086.13	CDKL5	protein_coding	652	326	332	2.0477	0.5520	0.6744
ENSG00000008118.10	CAMK1G	protein_coding	82	40	42	1.4747	0.3975	0.4857
ENSG00000008128.23	CDK11A	protein_coding	15	7	11	0.1765	0.0476	0.0581
ENSG00000008130.15	NADK	protein_coding	2415	1195	1220	25.9491	6.9944	8.5465
ENSG00000008196.13	TFAP2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008197.5	TFAP2D	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008226.20	DLEC1	protein_coding	6	237	253	0.0431	0.0116	0.0142
ENSG00000008256.16	CYTH3	protein_coding	1744	885	860	17.9713	4.8440	5.9189
ENSG00000008277.14	ADAM22	protein_coding	256	130	126	1.2560	0.3385	0.4137
ENSG00000008282.9	SYPL1	protein_coding	11406	5765	5641	245.2901	66.1163	80.7875
ENSG00000008283.16	CYB561	protein_coding	1882	962	921	21.2682	5.7327	7.0048
ENSG00000008294.21	SPAG9	protein_coding	13558	6859	6701	67.8120	18.2783	22.3342
ENSG00000008300.17	CELSR3	protein_coding	54	26	28	0.2333	0.0629	0.0769
ENSG00000008311.15	AASS	protein_coding	248	127	121	2.2273	0.6004	0.7336
ENSG00000008323.15	PLEKHG6	protein_coding	411	192	219	5.7742	1.5564	1.9018
ENSG00000008324.12	SS18L2	protein_coding	588	345	359	11.2865	3.0422	3.7173
ENSG00000008382.16	MPND	protein_coding	541	459	450	15.8021	4.2594	5.2045
ENSG00000008394.13	MGST1	protein_coding	24109	11812	12297	193.9133	52.2680	63.8663
ENSG00000008405.12	CRY1	protein_coding	1104	563	585	13.8172	3.7243	4.5508
ENSG00000008438.5	PGLYRP1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000008441.18	NFIX	protein_coding	2490	1259	1231	23.1585	6.2422	7.6274
ENSG00000008513.16	ST3GAL1	protein_coding	4187	2049	2138	28.3088	7.6304	9.3236
ENSG00000008516.17	MMP25	protein_coding	31	67	66	0.4370	0.1178	0.1439
ENSG00000008517.18	IL32	protein_coding	8013	4022	3994	149.4463	40.2822	49.2209
ENSG00000008710.20	PKD1	protein_coding	1777	1121	1190	5.7382	1.5467	1.8899
ENSG00000008735.14	MAPK8IP2	protein_coding	3103	1586	1518	32.0581	8.6410	10.5585
ENSG00000008838.20	MED24	protein_coding	2698	1345	1353	23.1936	6.2517	7.6389
ENSG00000008853.17	RHOBTB2	protein_coding	445	415	414	4.0286	1.0859	1.3268
ENSG00000008869.12	HEATR5B	protein_coding	2725	1371	1354	19.7972	5.3362	6.5203
ENSG00000008952.17	SEC62	protein_coding	16709	8333	8378	126.1382	33.9997	41.5442
ENSG00000008988.11	RPS20	protein_coding	80880	41159	39721	715.5387	192.8686	235.6662
ENSG00000009307.16	CSDE1	protein_coding	46691	23263	23428	483.6324	130.3599	159.2867
ENSG00000009335.18	UBE3C	protein_coding	7195	3547	3648	46.7299	12.5957	15.3907
ENSG00000009413.16	REV3L	protein_coding	864	504	527	4.1618	1.1218	1.3707
ENSG00000009694.13	TENM1	protein_coding	14	3	13	0.0650	0.0175	0.0214
ENSG00000009709.12	PAX7	protein_coding	2	1	1	0.0185	0.0050	0.0061
ENSG00000009724.17	MASP2	protein_coding	25	21	23	0.3515	0.0947	0.1158
ENSG00000009765.15	IYD	protein_coding	5	2	3	0.0289	0.0078	0.0095
ENSG00000009780.16	FAM76A	protein_coding	653	334	319	9.6593	2.6036	3.1813
ENSG00000009790.15	TRAF3IP3	protein_coding	174	151	170	1.3437	0.3622	0.4426
ENSG00000009830.12	POMT2	protein_coding	774	398	376	4.6291	1.2477	1.5246
ENSG00000009844.16	VTA1	protein_coding	3808	1936	1872	31.4007	8.4639	10.3420
ENSG00000009950.16	MLXIPL	protein_coding	1165	547	618	14.4807	3.9032	4.7693
ENSG00000009954.11	BAZ1B	protein_coding	10251	5077	5175	86.9003	23.4234	28.6210
ENSG00000010017.13	RANBP9	protein_coding	2140	1519	1460	35.4001	9.5419	11.6592
ENSG00000010030.14	ETV7	protein_coding	341	167	175	8.5967	2.3172	2.8314
ENSG00000010072.16	SPRTN	protein_coding	292	173	169	2.9590	0.7976	0.9746
ENSG00000010165.20	EEF1AKNMT	protein_coding	1202	587	615	18.7781	5.0615	6.1847
ENSG00000010219.13	DYRK4	protein_coding	930	449	481	7.8906	2.1268	2.5988
ENSG00000010244.19	ZNF207	protein_coding	9562	4812	4750	36.1790	9.7518	11.9157
ENSG00000010256.11	UQCRC1	protein_coding	7374	3592	3782	137.7433	37.1278	45.3664
ENSG00000010270.14	STARD3NL	protein_coding	9137	4541	4596	126.4671	34.0884	41.6526
ENSG00000010278.15	CD9	protein_coding	2005	981	1025	20.5864	5.5489	6.7802
ENSG00000010282.15	HHATL	protein_coding	3	1	3	0.0622	0.0168	0.0205
ENSG00000010292.13	NCAPD2	protein_coding	5335	2800	2909	49.3503	13.3020	16.2538
ENSG00000010295.20	IFFO1	protein_coding	577	314	265	6.9834	1.8823	2.3000
ENSG00000010310.9	GIPR	protein_coding	9	7	2	0.1063	0.0286	0.0350
ENSG00000010318.21	PHF7	protein_coding	299	140	159	5.3196	1.4338	1.7520
ENSG00000010319.7	SEMA3G	protein_coding	200	100	100	2.3717	0.6393	0.7811
ENSG00000010322.16	NISCH	protein_coding	1822	867	956	12.0333	3.2435	3.9632
ENSG00000010327.10	STAB1	protein_coding	6861	3753	3571	38.7823	10.4535	12.7731
ENSG00000010361.14	FUZ	protein_coding	237	310	290	4.8034	1.2947	1.5820
ENSG00000010379.16	SLC6A13	protein_coding	99	45	54	1.3964	0.3764	0.4599
ENSG00000010404.18	IDS	protein_coding	741	376	365	4.7717	1.2862	1.5716
ENSG00000010438.17	PRSS3	protein_coding	5	7	4	0.2100	0.0566	0.0692
ENSG00000010539.12	ZNF200	protein_coding	444	258	238	3.5440	0.9553	1.1672
ENSG00000010610.10	CD4	protein_coding	8795	4388	4407	115.5092	31.1347	38.0435
ENSG00000010626.15	LRRC23	protein_coding	1855	941	914	36.3764	9.8050	11.9807
ENSG00000010671.16	BTK	protein_coding	398	191	207	5.2066	1.4034	1.7148
ENSG00000010704.18	HFE	protein_coding	1247	626	622	13.1510	3.5448	4.3314
ENSG00000010803.16	SCMH1	protein_coding	2632	1465	1483	35.4224	9.5479	11.6666
ENSG00000010810.17	FYN	protein_coding	1197	597	600	9.6667	2.6056	3.1838
ENSG00000010818.10	HIVEP2	protein_coding	3218	1726	1735	18.0756	4.8722	5.9533
ENSG00000010932.17	FMO1	protein_coding	182	89	95	3.0240	0.8151	0.9960
ENSG00000011007.12	ELOA	protein_coding	2422	1549	1562	26.8884	7.2476	8.8558
ENSG00000011009.11	LYPLA2	protein_coding	1654	813	841	48.9812	13.2025	16.1322
ENSG00000011021.23	CLCN6	protein_coding	2167	1091	1108	15.8685	4.2773	5.2264
ENSG00000011028.14	MRC2	protein_coding	2398	1419	1320	21.7750	5.8693	7.1717
ENSG00000011052.21	NME1-NME2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000011083.9	SLC6A7	protein_coding	1	0	2	0.0140	0.0038	0.0046
ENSG00000011105.14	TSPAN9	protein_coding	6637	3303	3335	57.5265	15.5059	18.9466
ENSG00000011114.15	BTBD7	protein_coding	1597	801	802	8.4337	2.2733	2.7777
ENSG00000011132.12	APBA3	protein_coding	940	485	557	10.0533	2.7098	3.3111
ENSG00000011143.19	MKS1	protein_coding	438	244	256	2.3229	0.6261	0.7651
ENSG00000011198.10	ABHD5	protein_coding	713	316	398	5.6602	1.5257	1.8642
ENSG00000011201.12	ANOS1	protein_coding	578	275	303	4.8846	1.3166	1.6088
ENSG00000011243.18	AKAP8L	protein_coding	1718	1588	1547	20.2444	5.4567	6.6676
ENSG00000011258.16	MBTD1	protein_coding	1083	518	565	9.0224	2.4319	2.9716
ENSG00000011260.14	UTP18	protein_coding	4774	2391	2383	105.7052	28.4921	34.8145
ENSG00000011275.19	RNF216	protein_coding	5219	2663	2559	41.2294	11.1131	13.5791
ENSG00000011295.16	TTC19	protein_coding	1328	667	679	13.1285	3.5387	4.3239
ENSG00000011304.22	PTBP1	protein_coding	11936	5984	5953	94.9824	25.6019	31.2829
ENSG00000011332.19	DPF1	protein_coding	9	2	7	0.1122	0.0302	0.0370
ENSG00000011347.10	SYT7	protein_coding	96	52	45	0.7608	0.2051	0.2506
ENSG00000011376.12	LARS2	protein_coding	1086	565	521	5.2387	1.4121	1.7254
ENSG00000011405.13	PIK3C2A	protein_coding	8379	4179	4200	54.4848	14.6860	17.9448
ENSG00000011422.12	PLAUR	protein_coding	2217	1052	1165	29.7703	8.0244	9.8050
ENSG00000011426.11	ANLN	protein_coding	1560	822	796	15.5686	4.1964	5.1276
ENSG00000011451.21	WIZ	protein_coding	2333	1185	1149	13.9114	3.7497	4.5818
ENSG00000011454.18	RABGAP1	protein_coding	1905	955	951	14.8920	4.0140	4.9048
ENSG00000011465.18	DCN	protein_coding	17021	8686	8335	78.7185	21.2181	25.9263
ENSG00000011478.13	QPCTL	protein_coding	538	299	241	11.3979	3.0722	3.7539
ENSG00000011485.15	PPP5C	protein_coding	1282	673	704	10.8234	2.9174	3.5647
ENSG00000011523.14	CEP68	protein_coding	1510	990	908	10.4804	2.8249	3.4518
ENSG00000011566.15	MAP4K3	protein_coding	2571	1343	1242	25.4083	6.8486	8.3684
