id	filename	md5	size	state
2831ca74-d048-4718-aafe-3f9ce69a6cd7	44b51a3c-b7dd-4db1-ac2d-aac89df77e90.rna_seq.augmented_star_gene_counts.tsv	33fa0d24160533cb16f248844cb73156	4235235	released
afc776ca-4e70-422a-a7ae-c1a692c8c6ef	5c9c6f69-0ffd-438a-8746-ea7146ae9c7d.rna_seq.augmented_star_gene_counts.tsv	38dbf21e748ab9d672a0a98c8ea8b63f	4240333	released
9672e6d1-7084-4288-bb68-dca4305eff8a	ebf4b922-ab3b-4cc0-969d-f7a8e8d9a2c1.rna_seq.augmented_star_gene_counts.tsv	b87dbb9547bd9c5d1f18aff204fb5a4f	4237551	released
7c05dcf1-b852-4c1a-b411-b4ab72f18b17	0586b6e5-7c8d-4f29-b4a0-59c2918342d7.rna_seq.augmented_star_gene_counts.tsv	5228fb343473162ec57f97b1fc93ef3c	4231351	released
2e6ef072-b8e4-4f84-a054-05a6c3277fbe	9f3c0f5e-0587-48de-a349-ec0ca7c6a2a9.rna_seq.augmented_star_gene_counts.tsv	bc1655ba025daa140a5c50b112497f0a	4230740	released
779c8024-5e34-420f-84b7-32d793eb60ad	04c92aad-6303-40d0-b6b9-a89248083cc0.rna_seq.augmented_star_gene_counts.tsv	08e0d233a357bdba11acc20829626826	4235458	released
92613c89-aac7-4e0b-80e1-fb5341144f83	a3bdc1e6-4bc1-432b-a51e-139b54a41c57.rna_seq.augmented_star_gene_counts.tsv	7a8f1c2646d4ef405b7a208453381112	4240519	released
e8796436-0aa8-42a3-bf63-e42cafcb0e45	09eab957-cc0c-4af4-bb42-03a7826165e4.rna_seq.augmented_star_gene_counts.tsv	c9cf7ea149866919f32e9c3ed8fad395	4243533	released
b95a77a4-727c-4f39-a9ca-fb62c22e425d	afb0cebb-4a3c-463d-89eb-8689653d7d89.rna_seq.augmented_star_gene_counts.tsv	abc4d198b8337abe98f2eb0b0eab7c65	4218053	released
3013c8bb-38f4-43fe-ab54-1aedb1b54f16	653fc517-7979-484a-aa48-13a6439030d9.rna_seq.augmented_star_gene_counts.tsv	7862d9d8243bc645cef8af5116cc4994	4230719	released
c701ed1e-a8b8-47f9-b5ea-2c90e3172320	7deaf685-7960-49d4-a190-c6991699005f.rna_seq.augmented_star_gene_counts.tsv	36679a9502a74870d18628b2217f4fe7	4237511	released
1ca730bc-be09-41a7-8960-4d2176609018	2bbd3e73-3602-42bb-93b1-7c2863e180e6.rna_seq.augmented_star_gene_counts.tsv	e479bd4d27cf30c417caa2c8369f04f2	4248525	released
08076292-9ed5-4af3-84ba-7780d4e69d5e	4dcc9a73-847f-4b86-9a54-e2e842710af4.rna_seq.augmented_star_gene_counts.tsv	34050de6025de848f996b8b51a40a0b2	4245756	released
5b151db5-aa75-4a80-8e76-d2653db122a4	fe99ef06-43a9-4f4c-b447-2059bfb00471.rna_seq.augmented_star_gene_counts.tsv	ceb997f5e8724adb2d50791db857b742	4234639	released
3c6378dd-b962-47ba-b643-37ddeafed9fa	0875b60c-0a69-475b-9010-6b47cac821c8.rna_seq.augmented_star_gene_counts.tsv	08a5edac7e6eb120079e96ccf78ed657	4236916	released
510f9d0f-5b4a-4978-a43f-8f03d69c6880	d9d96af6-ce04-4d84-9f46-87b53876ea65.rna_seq.augmented_star_gene_counts.tsv	b2615dd53c01672ce9cbf412eac5b3d5	4235785	released
37436464-7f4c-4599-86d4-900134c44431	cdc83302-e4d3-4b0d-b75d-a38edc5b5561.rna_seq.augmented_star_gene_counts.tsv	f9597be7be27caf92b76f1021007145c	4234296	released
c93d9527-c221-4543-b32f-4c00b3778264	4297eb4b-6e55-4b10-9a7a-29b13ce87a82.rna_seq.augmented_star_gene_counts.tsv	f286a0a378d97ddf5d1be11e444a388b	4247993	released
7f622456-f33d-42e4-8a2d-9835c8dfaa2e	8ade19dd-c274-427a-92b0-166aafa36137.rna_seq.augmented_star_gene_counts.tsv	67966ffccc93976dc717eba3daf22786	4238655	released
7c5c2287-1f7a-42be-8d7c-2aa3e3d1926b	4f6c57fe-94c5-436f-b3cd-9ba3fdc7b6df.rna_seq.augmented_star_gene_counts.tsv	ba62c276b1ff26989aa47630646646bb	4249752	released
0814d3de-db24-4f42-b876-c6a456b63960	598fc20b-0fde-44ca-ad1a-d37502c85285.rna_seq.augmented_star_gene_counts.tsv	780811a8b8b75925b783cb3eca043331	4240248	released
a1a8ce33-9d31-4158-a31a-e74d8ddc2e8e	34cc21d2-b813-4464-9028-1b9eea29a75c.rna_seq.augmented_star_gene_counts.tsv	ec74c96735f0e5c9f6e6663654ea71f1	4227845	released
c46dd236-2e69-452e-94ca-c57ef7f64f33	e5c0dd1f-4499-4577-83d5-e5c967cede1d.rna_seq.augmented_star_gene_counts.tsv	019bd9d460c6f0ee55e99946402d6089	4236977	released
ee5f8eec-cae1-4399-8fcc-c923cb3dc192	3d2f9eb3-d66f-4a3c-b800-4f327751ab11.rna_seq.augmented_star_gene_counts.tsv	0d192ac6bd9d2ea747b290cde6757b5a	4236063	released
adccdcca-3e57-4ee8-aee4-caeb19b16cca	64bc2c14-38c4-42c3-8e31-59226e90e07d.rna_seq.augmented_star_gene_counts.tsv	eaff8c7739ca7a3cdb7cfb8064bfa108	4242448	released
b80040b3-60ea-4f4e-a423-363d58b5e291	8a80089c-da0c-42f6-a772-91cb87a0ff78.rna_seq.augmented_star_gene_counts.tsv	7a7fb5e35a6d60b2c7018fb3c1579eef	4241502	released
c7153357-b5f6-4c62-99fb-d81cef493ed3	24fb0f49-d3c2-4072-ac1f-8d5b4af80a54.rna_seq.augmented_star_gene_counts.tsv	87439878ff10fc058800a5f7b3806b0c	4238549	released
4838b205-7d6d-4865-a25c-f42110bd57ca	b37c186c-021c-4a6e-b9ec-8b79d8e57f1e.rna_seq.augmented_star_gene_counts.tsv	8ae534c9ef9d7b3dcc353439a3411458	4233333	released
d79969c9-7499-458d-8124-f3c2252b082f	48c81c7e-c73f-46ad-b5ef-c49017c260ca.rna_seq.augmented_star_gene_counts.tsv	9be92a6d29678674e63d1fc99f0be73e	4237818	released
46988a87-1793-437c-b560-24990a75ecd2	ba583de8-42a8-45ae-adcb-ff9555c36e7b.rna_seq.augmented_star_gene_counts.tsv	3bb65b7a84af9c241d221b7c4ebd7462	4239487	released
02e5b06d-a187-4248-bcc5-c7a27ba58984	6bc61c9c-083e-48b5-84de-0d984d84aab8.rna_seq.augmented_star_gene_counts.tsv	0ac89221e7336ef6ef6e3b5ee2d458f6	4239910	released
feee431e-ba10-4f12-964b-8b156444888f	130e2e23-18bc-4d4b-9d98-9196f493e760.rna_seq.augmented_star_gene_counts.tsv	ca0a524385ec92e46c2df645ea454bc8	4238329	released
20cc09a2-5194-4630-9276-22064635a02d	545436f9-5471-43ef-9841-164cb3487c49.rna_seq.augmented_star_gene_counts.tsv	7e17b92df9e48be3f2d722f1ae73d2c4	4233769	released
